"indicator","subtopic","short.description","population","year","comparison","adjusted.rate.ratio","adjusted.rate.ratio.low.CI","adjusted.rate.ratio.high.CI","adjusted.for","Significant"
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Asian vs non-Asian",0.46,0.19,1.11,"Age, Sex",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Maori vs non-Maori",1.76,1.05,2.94,"Age, Sex",TRUE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Men: Asian vs non-Asian",0.63,0.2,1.99,"Age",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Men: Maori vs non-Maori",1.41,0.59,3.37,"Age",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Men: Pacific vs non-Pacific",1.22,0.47,3.2,"Age",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Most deprived vs least deprived",1.63,0.9,2.93,"Age, Sex, Ethnicity",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Pacific vs non-Pacific",1.3,0.69,2.43,"Age, Sex",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Women vs men",0.82,0.52,1.29,"Age",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Women: Maori vs non-Maori",2.26,1.32,3.89,"Age",TRUE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Women: Most deprived vs least deprived",1.73,0.74,4.05,"Age, Ethnicity",FALSE
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Women: Pacific vs non-Pacific",1.41,0.74,2.7,"Age",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Asian vs non-Asian",0.59,0.47,0.74,"Age, Sex",TRUE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Maori vs non-Maori",1.12,1,1.25,"Age, Sex",TRUE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Men: Asian vs non-Asian",0.7,0.49,0.98,"Age",TRUE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Men: Maori vs non-Maori",1.08,0.9,1.29,"Age",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Men: Most deprived vs least deprived",0.91,0.76,1.09,"Age, Ethnicity",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Men: Pacific vs non-Pacific",1.08,0.88,1.32,"Age",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Most deprived vs least deprived",1,0.89,1.13,"Age, Sex, Ethnicity",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Pacific vs non-Pacific",1,0.87,1.14,"Age, Sex",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Women vs men",0.98,0.89,1.08,"Age",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Women: Asian vs non-Asian",0.49,0.36,0.67,"Age",TRUE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Women: Maori vs non-Maori",1.15,1.02,1.31,"Age",TRUE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Women: Most deprived vs least deprived",1.11,0.96,1.29,"Age, Ethnicity",FALSE
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Women: Pacific vs non-Pacific",0.93,0.77,1.12,"Age",FALSE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Asian vs non-Asian",0.24,0.12,0.51,"Age, Sex",TRUE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Maori vs non-Maori",1.34,0.92,1.94,"Age, Sex",FALSE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Men: Asian vs non-Asian",0.33,0.12,0.91,"Age",TRUE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Men: Maori vs non-Maori",1.11,0.6,2.07,"Age",FALSE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Men: Most deprived vs least deprived",2.96,1.43,6.15,"Age, Ethnicity",TRUE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Men: Pacific vs non-Pacific",0.97,0.49,1.92,"Age",FALSE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Most deprived vs least deprived",2.15,1.37,3.36,"Age, Sex, Ethnicity",TRUE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Pacific vs non-Pacific",0.99,0.64,1.53,"Age, Sex",FALSE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Women vs men",0.94,0.67,1.31,"Age",FALSE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Women: Asian vs non-Asian",0.16,0.05,0.46,"Age",TRUE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Women: Maori vs non-Maori",1.59,1.06,2.38,"Age",TRUE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Women: Most deprived vs least deprived",1.62,0.95,2.76,"Age, Ethnicity",FALSE
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Women: Pacific vs non-Pacific",1.03,0.63,1.66,"Age",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Asian vs non-Asian",0.84,0.38,1.87,"Age, Sex",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Maori vs non-Maori",1.03,0.58,1.86,"Age, Sex",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Men: Asian vs non-Asian",1.56,0.51,4.78,"Age",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Men: Maori vs non-Maori",0.97,0.32,2.98,"Age",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Men: Pacific vs non-Pacific",0.84,0.27,2.59,"Age",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Most deprived vs least deprived",1.97,1.01,3.87,"Age, Sex, Ethnicity",TRUE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Pacific vs non-Pacific",1.22,0.67,2.2,"Age, Sex",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Women vs men",1.13,0.66,1.92,"Age",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Women: Asian vs non-Asian",0.33,0.12,0.88,"Age",TRUE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Women: Maori vs non-Maori",1.09,0.57,2.1,"Age",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Women: Most deprived vs least deprived",1.76,0.75,4.09,"Age, Ethnicity",FALSE
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Women: Pacific vs non-Pacific",1.61,0.78,3.3,"Age",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Asian vs non-Asian",1.01,0.97,1.04,"Age, Sex",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Maori vs non-Maori",0.99,0.96,1.02,"Age, Sex",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Men: Maori vs non-Maori",0.99,0.94,1.04,"Age",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Men: Pacific vs non-Pacific",1.01,0.97,1.06,"Age",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Most deprived vs least deprived",0.96,0.93,0.99,"Age, Sex, Ethnicity",TRUE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Pacific vs non-Pacific",1.01,0.99,1.04,"Age, Sex",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Women vs men",1,0.98,1.03,"Age",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Women: Asian vs non-Asian",1.01,0.98,1.05,"Age",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Women: Maori vs non-Maori",0.99,0.96,1.02,"Age",FALSE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Women: Most deprived vs least deprived",0.96,0.93,1,"Age, Ethnicity",TRUE
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults",2018,"Women: Pacific vs non-Pacific",1.01,0.99,1.04,"Age",FALSE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Asian vs non-Asian",1.1,1,1.22,"Age, Sex",TRUE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Maori vs non-Maori",0.89,0.82,0.97,"Age, Sex",TRUE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Men: Asian vs non-Asian",1.1,0.95,1.26,"Age",FALSE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Men: Maori vs non-Maori",0.92,0.8,1.07,"Age",FALSE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Men: Most deprived vs least deprived",0.94,0.82,1.07,"Age, Ethnicity",FALSE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Men: Pacific vs non-Pacific",1.01,0.86,1.18,"Age",FALSE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Most deprived vs least deprived",0.92,0.85,1,"Age, Sex, Ethnicity",TRUE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Pacific vs non-Pacific",1.01,0.92,1.11,"Age, Sex",FALSE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Women vs men",1.01,0.95,1.08,"Age",FALSE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Women: Asian vs non-Asian",1.11,1,1.24,"Age",TRUE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Women: Maori vs non-Maori",0.86,0.78,0.95,"Age",TRUE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Women: Most deprived vs least deprived",0.9,0.82,0.98,"Age, Ethnicity",TRUE
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults",2018,"Women: Pacific vs non-Pacific",1.01,0.92,1.12,"Age",FALSE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Asian vs non-Asian",1.17,1.04,1.32,"Age, Sex",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Maori vs non-Maori",0.96,0.86,1.08,"Age, Sex",FALSE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Men: Asian vs non-Asian",1.09,0.89,1.35,"Age",FALSE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Men: Maori vs non-Maori",0.99,0.81,1.2,"Age",FALSE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Men: Most deprived vs least deprived",0.82,0.68,0.99,"Age, Ethnicity",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Men: Pacific vs non-Pacific",1.28,1.12,1.47,"Age",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Most deprived vs least deprived",0.85,0.76,0.94,"Age, Sex, Ethnicity",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Pacific vs non-Pacific",1.19,1.1,1.29,"Age, Sex",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Women vs men",1.12,1.04,1.22,"Age",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Women: Asian vs non-Asian",1.24,1.1,1.39,"Age",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Women: Maori vs non-Maori",0.94,0.84,1.05,"Age",FALSE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Women: Most deprived vs least deprived",0.87,0.78,0.96,"Age, Ethnicity",TRUE
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2018,"Women: Pacific vs non-Pacific",1.11,1.02,1.22,"Age",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Asian vs non-Asian",1.25,1.15,1.37,"Age, Sex",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Maori vs non-Maori",0.84,0.76,0.92,"Age, Sex",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Men: Asian vs non-Asian",1.28,1.11,1.47,"Age",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Men: Maori vs non-Maori",0.97,0.84,1.13,"Age",FALSE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Men: Most deprived vs least deprived",0.79,0.68,0.91,"Age, Ethnicity",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Men: Pacific vs non-Pacific",1.19,1.04,1.36,"Age",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Most deprived vs least deprived",0.79,0.72,0.87,"Age, Sex, Ethnicity",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Pacific vs non-Pacific",1.12,1.03,1.22,"Age, Sex",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Women vs men",1.16,1.09,1.23,"Age",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Women: Asian vs non-Asian",1.22,1.11,1.35,"Age",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Women: Maori vs non-Maori",0.73,0.65,0.82,"Age",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Women: Most deprived vs least deprived",0.8,0.72,0.88,"Age, Ethnicity",TRUE
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults",2016,"Women: Pacific vs non-Pacific",1.06,0.96,1.17,"Age",FALSE
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ",NA,NA,NA,NA,NA,NA,NA,NA
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Asian vs non-Asian",0.74,0.62,0.87,"Age, Sex",TRUE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Maori vs non-Maori",0.97,0.89,1.07,"Age, Sex",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Men: Asian vs non-Asian",0.75,0.59,0.95,"Age",TRUE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Men: Maori vs non-Maori",1.03,0.89,1.18,"Age",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Men: Most deprived vs least deprived",1,0.85,1.17,"Age, Ethnicity",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Men: Pacific vs non-Pacific",0.88,0.73,1.06,"Age",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Most deprived vs least deprived",1.05,0.94,1.18,"Age, Sex, Ethnicity",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Pacific vs non-Pacific",0.8,0.71,0.92,"Age, Sex",TRUE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Women vs men",0.94,0.88,1.02,"Age",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Women: Asian vs non-Asian",0.72,0.57,0.92,"Age",TRUE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Women: Maori vs non-Maori",0.92,0.81,1.05,"Age",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Women: Most deprived vs least deprived",1.12,0.97,1.3,"Age, Ethnicity",FALSE
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults",2016,"Women: Pacific vs non-Pacific",0.72,0.6,0.87,"Age",TRUE
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Maori vs non-Maori",NA,NA,NA,"Age, Sex",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Men: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Pacific vs non-Pacific",NA,NA,NA,"Age, Sex",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Women vs men",0.3,0.15,0.61,"Age",TRUE
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Asian vs non-Asian",1.08,0.56,2.07,"Age, Sex",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Maori vs non-Maori",0.78,0.57,1.07,"Age, Sex",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Men: Asian vs non-Asian",1.28,0.85,1.93,"Age",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Men: Maori vs non-Maori",0.71,0.43,1.19,"Age",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Men: Most deprived vs least deprived",1.05,0.6,1.86,"Age, Ethnicity",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Men: Pacific vs non-Pacific",0.61,0.32,1.16,"Age",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Most deprived vs least deprived",1.13,0.7,1.81,"Age, Sex, Ethnicity",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Pacific vs non-Pacific",0.81,0.55,1.2,"Age, Sex",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Women vs men",0.92,0.68,1.23,"Age",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Women: Maori vs non-Maori",0.86,0.58,1.29,"Age",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Women: Most deprived vs least deprived",1.39,0.52,3.71,"Age, Ethnicity",FALSE
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters",2018,"Women: Pacific vs non-Pacific",1.05,0.68,1.63,"Age",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Asian vs non-Asian",0.93,0.37,2.34,"Age, Sex",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Maori vs non-Maori",1.49,0.95,2.35,"Age, Sex",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Men: Asian vs non-Asian",1.12,0.43,2.92,"Age",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Men: Maori vs non-Maori",1.47,0.73,2.98,"Age",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Men: Pacific vs non-Pacific",2.13,1.2,3.8,"Age",TRUE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Most deprived vs least deprived",1.13,0.5,2.55,"Age, Sex, Ethnicity",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Pacific vs non-Pacific",1.3,0.74,2.26,"Age, Sex",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Women vs men",0.99,0.65,1.52,"Age",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Women: Maori vs non-Maori",1.51,0.85,2.67,"Age",FALSE
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters",2018,"Women: Pacific vs non-Pacific",0.58,0.23,1.46,"Age",FALSE
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Maori vs non-Maori",0.97,0.55,1.71,"Age, Sex",FALSE
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Men: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Most deprived vs least deprived",0.67,0.3,1.49,"Age, Sex, Ethnicity",FALSE
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Pacific vs non-Pacific",1.05,0.63,1.76,"Age, Sex",FALSE
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Women vs men",1.2,0.68,2.14,"Age",FALSE
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Women: Maori vs non-Maori",0.8,0.43,1.49,"Age",FALSE
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters",2018,"Women: Pacific vs non-Pacific",1.41,0.73,2.72,"Age",FALSE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Asian vs non-Asian",0.4,0.29,0.54,"Age, Sex",TRUE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Maori vs non-Maori",1.47,1.32,1.65,"Age, Sex",TRUE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Men: Asian vs non-Asian",0.55,0.38,0.78,"Age",TRUE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Men: Maori vs non-Maori",1.43,1.22,1.66,"Age",TRUE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Men: Most deprived vs least deprived",1.18,0.94,1.47,"Age, Ethnicity",FALSE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Men: Pacific vs non-Pacific",0.92,0.73,1.16,"Age",FALSE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Most deprived vs least deprived",1.17,0.99,1.38,"Age, Sex, Ethnicity",FALSE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Pacific vs non-Pacific",0.98,0.85,1.14,"Age, Sex",FALSE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Women vs men",0.83,0.76,0.92,"Age",TRUE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Women: Asian vs non-Asian",0.24,0.13,0.44,"Age",TRUE
"ind_44","Current smoking (and cannabis use)","Ever smoked tobacco","adults",2018,"Women: Maori vs non-Maori",1.52,1.34,1.73,"Age",TRUE
