"indicator","subtopic","short.description","population","group","percent.06","percent.08","percent.10","percent.12","percent.14","percent.16","percent.18","p.value.18.06","p.value.18.08","p.value.18.10","p.value.18.12","p.value.18.14","p.value.18.16","p.value.16.06","p.value.16.08","p.value.16.10","p.value.16.12","p.value.16.14"
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Men",8.4,12.1,11.8,10.9,7.1,4.3,4.6,0,0,0,0,0.1,0.8,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Women",8.9,12.2,8.6,9.2,6.6,5.8,5.2,0,0,0,0,0.3,0.6,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","15-24",4.6,13.3,9.3,11.3,9.4,5.4,5.4,0.8,0.2,0.4,0.2,0.3,1,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","25-44",10.2,13.1,13.1,10.5,9.7,6,5.4,0,0,0,0,0,0.7,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","45-64",10.9,9.9,9.7,9.1,4.1,5.3,4.6,0,0,0,0,0.7,0.6,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","65+",5.2,13.3,5.8,9.4,4.1,2.7,4.3,0.6,0,0.5,0,0.9,0.2,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Maori",11.6,7.5,12.2,7.6,7.3,6.9,5.2,0,0.3,0,0.3,0.3,0.4,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Pacific",17.2,8.3,12.2,5.5,11.5,6.3,6.1,0,0.4,0,0.8,0.2,0.9,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Asian",11.9,9.4,14,9.9,2.8,5.4,4.4,0,0.5,0.1,0.1,0.5,0.7,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","European/Other",7.3,12.9,9.7,10.6,7.3,4.9,4.9,0.1,0,0,0,0.1,1,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Least (1-3)",10.2,13,8.7,9.6,6.3,5.4,3.7,0,0,0,0,0.2,0.3,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Mid (4-7)",8.2,12,12.4,10.6,8.4,5.7,4.4,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Most (8-10)",7.5,11.6,9,9.5,4.9,3.6,7.2,0.9,0.1,0.4,0.3,0.2,0,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Non-problem gambler",NA,NA,10.1,12.6,8.6,6.1,6.4,NA,NA,0,0,0.1,0.8,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Low-risk gambler",NA,NA,18.8,41.1,16.7,22.9,10.9,NA,NA,0.2,0,0.4,0.1,NA,NA,NA,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Moderate-risk or problem gambler",NA,NA,55.3,31.5,41.8,23.4,32.1,NA,NA,0.2,1,0.7,0.7,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Total",NA,NA,NA,NA,NA,93.4,95.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Men",NA,NA,NA,NA,NA,92.1,95.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Women",NA,NA,NA,NA,NA,94.5,95.4,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","15-24",NA,NA,NA,NA,NA,93.9,95.6,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","25-44",NA,NA,NA,NA,NA,93.8,96.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","45-64",NA,NA,NA,NA,NA,93.3,93.5,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","65+",NA,NA,NA,NA,NA,92.1,94.9,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Maori",NA,NA,NA,NA,NA,90,94.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Pacific",NA,NA,NA,NA,NA,95.2,96.6,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Asian",NA,NA,NA,NA,NA,96.2,95.9,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","European/Other",NA,NA,NA,NA,NA,92.6,95.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Least (1-3)",NA,NA,NA,NA,NA,95.2,97.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Mid (4-7)",NA,NA,NA,NA,NA,92,94.7,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"ind_33","Attitudes to tobacco","Ban smoking in cars when children under 18 years old are present","adults","Most (8-10)",NA,NA,NA,NA,NA,93.5,93.9,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Total",NA,56.1,NA,NA,75.5,78.6,78,NA,0,NA,NA,0.1,0.7,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Men",NA,56.2,NA,NA,71.5,75.6,77.4,NA,0,NA,NA,0,0.5,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Women",NA,56,NA,NA,79.2,81.4,78.6,NA,0,NA,NA,0.8,0.1,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","15-24",NA,54.2,NA,NA,62.6,69.8,74.7,NA,0,NA,NA,0,0.4,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","25-44",NA,51.2,NA,NA,75.1,78.8,76.1,NA,0,NA,NA,0.8,0.3,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","45-64",NA,58.3,NA,NA,79.4,79.7,78.3,NA,0,NA,NA,0.7,0.6,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","65+",NA,65.5,NA,NA,81.8,84.7,83.6,NA,0,NA,NA,0.5,0.7,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Maori",NA,47.2,NA,NA,62.4,67.2,69.8,NA,0,NA,NA,0.1,0.5,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Pacific",NA,51.1,NA,NA,74.8,75.4,77.7,NA,0,NA,NA,0.6,0.6,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Asian",NA,70.2,NA,NA,85.2,85.3,83.4,NA,0.2,NA,NA,0.8,0.7,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","European/Other",NA,55.6,NA,NA,74.7,78,77.8,NA,0,NA,NA,0.1,0.9,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Least (1-3)",NA,63.4,NA,NA,80.3,83,82.6,NA,0,NA,NA,0.5,0.9,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Mid (4-7)",NA,53.9,NA,NA,74.5,78,76.6,NA,0,NA,NA,0.4,0.6,NA,NA,NA,NA,NA
"ind_34","Attitudes to tobacco","Ban smoking in all public outdoor dining areas","adults","Most (8-10)",NA,51,NA,NA,70.8,74.4,74.7,NA,0,NA,NA,0.2,0.9,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Total",NA,65.7,67.5,70.6,67.5,70.1,68.1,NA,0.3,0.8,0.2,0.8,0.3,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Men",NA,63.7,63.8,66.1,64.4,65.8,64,NA,0.9,1,0.5,0.9,0.6,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Women",NA,67.6,71,74.8,70.4,74.1,72,NA,0.1,0.7,0.2,0.5,0.3,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","15-24",NA,73,65.2,71.5,61.5,70.9,60.6,NA,0.1,0.6,0.1,0.9,0.1,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","25-44",NA,65.7,68.3,66.4,65.9,69.3,70.8,NA,0.2,0.5,0.2,0.2,0.6,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","45-64",NA,59.9,65.8,72.1,70.1,71.6,68.8,NA,0,0.4,0.3,0.7,0.4,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","65+",NA,69,71.9,75,71.5,68.1,68.9,NA,1,0.5,0.1,0.4,0.8,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Maori",NA,59.4,62.9,59.4,62.4,62.8,65.1,NA,0.3,0.7,0.2,0.5,0.6,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Pacific",NA,73.6,73.5,74.2,74.5,68.3,79.1,NA,0.2,0.2,0.3,0.3,0,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Asian",NA,85.5,84.3,83,81.6,84.9,77.6,NA,0.2,0.4,0.3,0.5,0.2,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","European/Other",NA,63.7,65,70.5,64.5,68.1,66.3,NA,0.4,0.6,0.1,0.5,0.4,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Least (1-3)",NA,68.7,72.7,72.4,68.3,75.4,74.2,NA,0.3,0.7,0.7,0.2,0.7,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Mid (4-7)",NA,64.5,66.5,72.8,67.5,68.6,65.7,NA,0.8,0.9,0,0.6,0.4,NA,NA,NA,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Most (8-10)",NA,64.2,62.8,65.9,66.4,66.2,64.2,NA,1,0.7,0.6,0.6,0.5,NA,NA,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Total",NA,60.9,NA,NA,NA,65.2,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Men",NA,59.2,NA,NA,NA,60.4,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Women",NA,62.5,NA,NA,NA,69.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","15-24",NA,63.4,NA,NA,NA,72.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","25-44",NA,60.7,NA,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","45-64",NA,57.7,NA,NA,NA,63.8,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","65+",NA,64.9,NA,NA,NA,64.2,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Maori",NA,54.2,NA,NA,NA,56.6,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Pacific",NA,74.5,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Asian",NA,82.7,NA,NA,NA,78.6,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","European/Other",NA,58,NA,NA,NA,62.8,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Least (1-3)",NA,63.4,NA,NA,NA,73.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Mid (4-7)",NA,61.2,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people","adults","Most (8-10)",NA,57.6,NA,NA,NA,60.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Total",NA,NA,41.1,37.1,37.7,36.6,38.8,NA,NA,0,0.1,0.3,0,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Men",NA,NA,38.6,35.2,35,34.8,37,NA,NA,0.3,0.2,0.2,0.1,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Women",NA,NA,43.5,38.9,40.4,38.3,40.6,NA,NA,0,0.2,0.9,0.1,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","15-24",NA,NA,50.8,42.1,48,45.1,47.6,NA,NA,0.3,0.1,0.9,0.4,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","25-44",NA,NA,42.7,38.6,38.2,38.2,39.2,NA,NA,0,0.7,0.5,0.5,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","45-64",NA,NA,37.5,34.9,34.2,33.5,36.5,NA,NA,0.7,0.3,0.2,0,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","65+",NA,NA,34.6,32.6,32.4,30.4,33.4,NA,NA,0.5,0.6,0.5,0.1,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Maori",NA,NA,53.7,48.2,48.7,47.8,49.7,NA,NA,0.1,0.5,0.6,0.4,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Pacific",NA,NA,58.4,49.8,54.5,52.9,55.8,NA,NA,0.3,0,0.6,0.2,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Asian",NA,NA,58.1,49.3,46,44.1,45.6,NA,NA,0,0.3,0.9,0.6,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","European/Other",NA,NA,36.1,34.1,33.9,32.9,34.5,NA,NA,0.2,0.7,0.6,0.1,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Least (1-3)",NA,NA,35.3,30.2,31.2,29.5,32,NA,NA,0.2,0.3,0.7,0.1,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Mid (4-7)",NA,NA,39,36.4,37.3,36.8,37.9,NA,NA,0.6,0.4,0.7,0.5,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Most (8-10)",NA,NA,50.6,44.5,47.1,44.8,48.3,NA,NA,0.3,0.1,0.5,0.1,NA,NA,NA,NA,NA
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Total",NA,NA,NA,42.8,47.5,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Men",NA,NA,NA,43.9,48.9,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Women",NA,NA,NA,41.7,46.3,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","15-24",NA,NA,NA,30.6,43.4,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","25-44",NA,NA,NA,42.1,44.8,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","45-64",NA,NA,NA,48.2,49.6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","65+",NA,NA,NA,46.7,52.8,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Maori",NA,NA,NA,40.7,48.9,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Pacific",NA,NA,NA,38.9,44.5,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Asian",NA,NA,NA,38.9,36.8,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.4
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","European/Other",NA,NA,NA,43.3,50.1,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Least (1-3)",NA,NA,NA,43.2,45.3,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Mid (4-7)",NA,NA,NA,44.4,47.6,59.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Most (8-10)",NA,NA,NA,40.1,49.9,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Total",NA,NA,1.9,1.4,3.5,3.2,2.2,NA,NA,0.6,0.3,0.1,0.1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Men",NA,NA,2.6,2.2,5.4,5.2,3.4,NA,NA,0.5,0.3,0.2,0.1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Women",NA,NA,1.2,0.7,1.8,1.4,1,NA,NA,0.7,0.5,0.3,0.4,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","15-24",NA,NA,1.9,3.2,2.6,3.6,3.7,NA,NA,0.5,0.9,0.7,1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","25-44",NA,NA,2.7,2.2,5,4.3,3.3,NA,NA,0.6,0.5,0.3,0.4,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","45-64",NA,NA,1,0.2,3.2,2.5,1,NA,NA,0.9,0.2,0.1,0.1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","65+",NA,NA,1.8,0.3,2.4,2.2,1,NA,NA,0.6,0.3,0.4,0.4,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Maori",NA,NA,1.9,1.3,2.9,3.1,5.8,NA,NA,0.1,0,0.2,0.2,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Pacific",NA,NA,2.3,0.5,4,4.1,1.4,NA,NA,0.6,0.3,0.5,0.1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Asian",NA,NA,2.1,2.9,1.9,3.8,0.3,NA,NA,0.6,0.3,0.3,0.1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","European/Other",NA,NA,1.8,1.3,4,3.2,2.3,NA,NA,0.5,0.2,0.1,0.2,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Least (1-3)",NA,NA,1.8,1.8,3,3.5,1.5,NA,NA,0.8,0.9,0.3,0.1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Mid (4-7)",NA,NA,1.6,0.8,3.5,3.8,1.6,NA,NA,0.9,0.2,0.1,0,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Most (8-10)",NA,NA,2.3,2,4.3,1.9,3.8,NA,NA,0.4,0.3,0.8,0.1,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Non-problem gambler",NA,NA,2,1.9,4.4,4,2,NA,NA,1,1,0,0,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Low-risk gambler",NA,NA,4.1,4.5,6.5,9.3,14.7,NA,NA,0.1,0.2,0.3,0.5,NA,NA,NA,NA,NA
"ind_4","Gambling participation","Online gambling on overseas websites","adults","Moderate-risk or problem gambler",NA,NA,6.6,2.9,24.7,18.8,22.6,NA,NA,0.2,0.1,0.9,0.8,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Total",NA,47.9,43,46,52.2,43.6,49.5,NA,0.7,0.2,0.4,0.6,0.2,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Men",NA,49.6,43.5,49.2,56,43.7,51.8,NA,0.8,0.3,0.7,0.5,0.2,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Women",NA,46.1,42.4,42.3,47.6,43.6,46.3,NA,1,0.6,0.5,0.8,0.7,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","15-24",NA,37.9,30.7,48.2,55,26.3,52.7,NA,0.3,0.1,0.7,0.9,0,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","25-44",NA,46,40.2,44.8,52,46.6,37.7,NA,0.3,0.8,0.3,0,0.2,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","45-64",NA,56.7,55.4,45.6,49.9,49.6,60,NA,0.7,0.6,0.1,0.2,0.2,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","65+",NA,NA,NA,47.5,53.1,52,58.8,NA,NA,NA,0.4,0.7,0.6,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Maori",NA,48.8,41.6,47.1,44.9,44,40.3,NA,0.3,0.9,0.3,0.5,0.6,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Pacific",NA,31,39,54.6,44.2,41.9,39.9,NA,0.3,0.9,0.1,0.7,0.8,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Asian",NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","European/Other",NA,47.8,41.9,42.9,53.5,45.1,50.9,NA,0.6,0.2,0.2,0.7,0.3,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Least (1-3)",NA,52.4,20.1,38.8,54.7,46.4,48.2,NA,0.7,0,0.5,0.6,0.9,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Mid (4-7)",NA,41.8,45.2,48.3,55.1,42.7,50.7,NA,0.3,0.5,0.7,0.6,0.3,NA,NA,NA,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Most (8-10)",NA,51.6,50.2,47,48.4,43.3,49,NA,0.7,0.9,0.8,0.9,0.4,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Total",NA,26.7,23.1,27,25.8,27,27.8,NA,0.8,0.3,0.8,0.6,0.8,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Men",NA,26.6,17.6,27.1,23.2,27.1,27.6,NA,0.9,0.2,0.9,0.5,0.9,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Women",NA,26.8,28.6,26.9,28.9,26.8,28.2,NA,0.8,0.9,0.8,0.9,0.8,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","15-24",NA,34.2,30.3,23.2,32.5,41.1,23.7,NA,0.4,0.6,1,0.4,0.1,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","25-44",NA,26.5,21.7,27.9,24.2,24.5,34.8,NA,0.3,0.1,0.3,0.1,0.1,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","45-64",NA,20,19.7,28.8,22,21.7,23.8,NA,0.7,0.6,0.5,0.8,0.8,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","65+",NA,NA,NA,27.9,28.8,23,21.6,NA,NA,NA,0.6,0.6,0.9,NA,NA,NA,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Maori",NA,32.1,21.3,29.8,34,23.1,36.5,NA,0.6,0,0.3,0.7,0,NA,NA,NA,NA,NA
